0	99
0.0909090909090909	99
0.181818181818182	100
0.272727272727273	100
0.363636363636364	100
0.454545454545455	27
0.545454545454545	27
0.636363636363636	40
0.727272727272727	7
0.818181818181818	66
0.909090909090909	0
1	0
0	100
0.1	100
0.2	98
0.3	5
0.4	1
0.5	10
0.6	0
0.7	6
0.8	5
0.9	4
1	71
0	100
0.0909090909090909	100
0.181818181818182	93
0.272727272727273	10
0.363636363636364	11
0.454545454545455	38
0.545454545454545	86
0.636363636363636	95
0.727272727272727	54
0.818181818181818	0
0.909090909090909	88
1	70
0	44
0.0769230769230769	44
0.153846153846154	99
0.230769230769231	69
0.307692307692308	28
0.384615384615385	16
0.461538461538462	76
0.538461538461538	0
0.615384615384615	0
0.692307692307692	2
0.769230769230769	89
0.846153846153846	74
0.923076923076923	80
1	0
0	100
0.0833333333333333	100
0.166666666666667	100
0.25	86
0.333333333333333	62
0.416666666666667	53
0.5	4
0.583333333333333	6
0.666666666666667	58
0.75	0
0.833333333333333	0
0.916666666666667	0
1	58
0	99
0.0909090909090909	99
0.181818181818182	100
0.272727272727273	100
0.363636363636364	100
0.454545454545455	27
0.545454545454545	27
0.636363636363636	40
0.727272727272727	7
0.818181818181818	66
0.909090909090909	0
1	0
0	100
0.1	100
0.2	98
0.3	5
0.4	1
0.5	10
0.6	0
0.7	6
0.8	5
0.9	4
1	71
0	99
0.0909090909090909	99
0.181818181818182	100
0.272727272727273	100
0.363636363636364	100
0.454545454545455	27
0.545454545454545	27
0.636363636363636	40
0.727272727272727	7
0.818181818181818	66
0.909090909090909	0
1	0
0	100
0.1	100
0.2	98
0.3	5
0.4	1
0.5	10
0.6	0
0.7	6
0.8	5
0.9	4
1	71
0	100
0.0909090909090909	100
0.181818181818182	93
0.272727272727273	10
0.363636363636364	11
0.454545454545455	38
0.545454545454545	86
0.636363636363636	95
0.727272727272727	54
0.818181818181818	0
0.909090909090909	88
1	70
0	44
0.0769230769230769	44
0.153846153846154	99
0.230769230769231	69
0.307692307692308	28
0.384615384615385	16
0.461538461538462	76
0.538461538461538	0
0.615384615384615	0
0.692307692307692	2
0.769230769230769	89
0.846153846153846	74
0.923076923076923	80
1	0
0	100
0.0833333333333333	100
0.166666666666667	100
0.25	86
0.333333333333333	62
0.416666666666667	53
0.5	4
0.583333333333333	6
0.666666666666667	58
0.75	0
0.833333333333333	0
0.916666666666667	0
1	58
0	99
0.0714285714285714	99
0.142857142857143	99
0.214285714285714	16
0.285714285714286	3
0.357142857142857	1
0.428571428571429	1
0.5	2
0.571428571428571	4
0.642857142857143	6
0.714285714285714	58
0.785714285714286	0
0.857142857142857	0
0.928571428571429	0
1	58
0	100
0.0909090909090909	43
0.181818181818182	32
0.272727272727273	11
0.363636363636364	5
0.454545454545455	0
0.545454545454545	1
0.636363636363636	1
0.727272727272727	18
0.818181818181818	0
0.909090909090909	0
1	0
0	89
0.0769230769230769	89
0.153846153846154	98
0.230769230769231	95
0.307692307692308	88
0.384615384615385	100
0.461538461538462	94
0.538461538461538	30
0.615384615384615	0
0.692307692307692	0
0.769230769230769	7
0.846153846153846	10
0.923076923076923	0
1	0
0	100
0.111111111111111	100
0.222222222222222	100
0.333333333333333	72
0.444444444444444	13
0.555555555555556	8
0.666666666666667	0
0.777777777777778	0
0.888888888888889	10
1	11
0	100
0.0714285714285714	100
0.142857142857143	91
0.214285714285714	6
0.285714285714286	6
0.357142857142857	94
0.428571428571429	100
0.5	98
0.571428571428571	31
0.642857142857143	0
0.714285714285714	0
0.785714285714286	16
0.857142857142857	9
0.928571428571429	4
1	1
0	100
0.05	100
0.1	100
0.15	46
0.2	9
0.25	0
0.3	0
0.35	17
0.4	13
0.45	0
0.5	8
0.55	5
0.6	6
0.65	0
0.7	18
0.75	8
0.8	6
0.85	4
0.9	2
0.95	1
1	0
0	4
0.0526315789473684	4
0.105263157894737	89
0.157894736842105	87
0.210526315789474	0
0.263157894736842	0
0.315789473684211	0
0.368421052631579	1
0.421052631578947	1
0.473684210526316	0
0.526315789473684	0
0.578947368421053	0
0.631578947368421	0
0.684210526315789	0
0.736842105263158	0
0.789473684210526	0
0.842105263157895	0
0.894736842105263	1
0.947368421052632	0
1	1
0	96
0.0588235294117647	96
0.117647058823529	62
0.176470588235294	6
0.235294117647059	2
0.294117647058824	78
0.352941176470588	24
0.411764705882353	24
0.470588235294118	47
0.529411764705882	5
0.588235294117647	0
0.647058823529412	0
0.705882352941177	0
0.764705882352941	0
0.823529411764706	4
0.882352941176471	0
0.941176470588235	0
1	0
0	100
0.142857142857143	60
0.285714285714286	60
0.428571428571429	1
0.571428571428571	2
0.714285714285714	91
0.857142857142857	82
1	16
0	36
0.0555555555555556	36
0.111111111111111	99
0.166666666666667	99
0.222222222222222	17
0.277777777777778	0
0.333333333333333	0
0.388888888888889	0
0.444444444444444	6
0.5	1
0.555555555555556	0
0.611111111111111	0
0.666666666666667	0
0.722222222222222	0
0.777777777777778	0
0.833333333333333	62
0.888888888888889	0
0.944444444444444	0
1	0
0	85
0.0555555555555556	85
0.111111111111111	100
0.166666666666667	55
0.222222222222222	44
0.277777777777778	0
0.333333333333333	0
0.388888888888889	3
0.444444444444444	3
0.5	0
0.555555555555556	0
0.611111111111111	0
0.666666666666667	0
0.722222222222222	0
0.777777777777778	1
0.833333333333333	0
0.888888888888889	0
0.944444444444444	0
1	0
0	100
0.0526315789473684	100
0.105263157894737	98
0.157894736842105	42
0.210526315789474	44
0.263157894736842	74
0.315789473684211	84
0.368421052631579	93
0.421052631578947	0
0.473684210526316	0
0.526315789473684	0
0.578947368421053	8
0.631578947368421	0
0.684210526315789	0
0.736842105263158	1
0.789473684210526	5
0.842105263157895	13
0.894736842105263	1
0.947368421052632	1
1	0
0	100
0.0555555555555556	3
0.111111111111111	3
0.166666666666667	67
0.222222222222222	0
0.277777777777778	0
0.333333333333333	0
0.388888888888889	13
0.444444444444444	88
0.5	94
0.555555555555556	3
0.611111111111111	0
0.666666666666667	0
0.722222222222222	0
0.777777777777778	0
0.833333333333333	0
0.888888888888889	1
0.944444444444444	0
1	0
0	85
0.0714285714285714	84
0.142857142857143	56
0.214285714285714	14
0.285714285714286	12
0.357142857142857	0
0.428571428571429	0
0.5	0
0.571428571428571	0
0.642857142857143	0
0.714285714285714	0
0.785714285714286	0
0.857142857142857	0
0.928571428571429	0
1	0
0	100
0.0714285714285714	100
0.142857142857143	100
0.214285714285714	96
0.285714285714286	91
0.357142857142857	83
0.428571428571429	84
0.5	66
0.571428571428571	0
0.642857142857143	0
0.714285714285714	0
0.785714285714286	0
0.857142857142857	0
0.928571428571429	0
1	0
0	95
0.0909090909090909	95
0.181818181818182	99
0.272727272727273	0
0.363636363636364	0
0.454545454545455	13
0.545454545454545	27
0.636363636363636	0
0.727272727272727	0
0.818181818181818	0
0.909090909090909	0
1	0
0	100
0.0526315789473684	100
0.105263157894737	38
0.157894736842105	35
0.210526315789474	83
0.263157894736842	98
0.315789473684211	42
0.368421052631579	80
0.421052631578947	9
0.473684210526316	0
0.526315789473684	0
0.578947368421053	0
0.631578947368421	2
0.684210526315789	9
0.736842105263158	94
0.789473684210526	85
0.842105263157895	24
0.894736842105263	9
0.947368421052632	0
1	0
0	100
0.0666666666666667	100
0.133333333333333	100
0.2	21
0.266666666666667	18
0.333333333333333	59
0.4	45
0.466666666666667	80
0.533333333333333	9
0.6	0
0.666666666666667	0
0.733333333333333	0
0.8	2
0.866666666666667	9
0.933333333333333	94
1	85
0	100
0.0625	100
0.125	92
0.1875	53
0.25	61
0.3125	87
0.375	90
0.4375	21
0.5	17
0.5625	0
0.625	0
0.6875	0
0.75	0
0.8125	0
0.875	0
0.9375	1
1	0
0	93
0.1	31
0.2	5
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1	0
0	100
0.2	100
0.4	100
0.6	85
0.8	39
1	0
0	99
0.0833333333333333	99
0.166666666666667	100
0.25	97
0.333333333333333	81
